node_id,node_type,natural_key,label,domain,source_id,vintage_id,path,sha256
observation:3b44dd267dadc5b9eb40,observation,2766cbe2cf960f73ba05,2766cbe2cf960f73ba05,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:3f64e0aa5f69399e8a04,observation,09bd4158de9b28a03d83,09bd4158de9b28a03d83,economy,bps_webapi,b132d2fab33291e0733e,,
observation:4451fa83b206a52cd53e,observation,463dda3fe5140e2fbed2,463dda3fe5140e2fbed2,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:4d4d1e51259f85b21f1d,observation,e06e475e6f5cb8748897,e06e475e6f5cb8748897,economy,bps_webapi,b132d2fab33291e0733e,,
observation:5577ee9eb9f8775867ee,observation,d99bc3566095bc6ee582,d99bc3566095bc6ee582,ecology,bps_tpb_2025,9ab2011a3892edfac889,,
observation:5f781c26691e4c1d4e63,observation,05a8528c88245297d4ba,05a8528c88245297d4ba,energy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:667f983b01d3cdf7458e,observation,9fcd6d7d4f2e24e56db1,9fcd6d7d4f2e24e56db1,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:6e3265bf4a2eadf39698,observation,4af2e0e7825c9f2ac443,4af2e0e7825c9f2ac443,economy,bps_webapi,b132d2fab33291e0733e,,
observation:864f2c2d1b88e471e06c,observation,49b82f2b710bfb946f9f,49b82f2b710bfb946f9f,economy,bps_webapi,b132d2fab33291e0733e,,
observation:8723d68bb99c76a272c0,observation,211b04665de26cd11d77,211b04665de26cd11d77,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:885040ab6fb9ac0096b2,observation,9fe0a3bb2baed4ce3810,9fe0a3bb2baed4ce3810,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:96242f6669896b9035de,observation,df8ae4a2843995c9185d,df8ae4a2843995c9185d,economy,bps_webapi,b132d2fab33291e0733e,,
observation:a7e8ddddcfeb654133b3,observation,72e8553f361951a0c2c8,72e8553f361951a0c2c8,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:b9d9aa4f2beeae259666,observation,cfe502c53f19a90449e6,cfe502c53f19a90449e6,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:be61f5d1cfa355a917f0,observation,356dadeceba952eb2a0c,356dadeceba952eb2a0c,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:c0e44bfaff03fb3d0e85,observation,69a1ecde0bf18c3a84ae,69a1ecde0bf18c3a84ae,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:c8636f1fbb21ce328ae5,observation,b55b4fefc9148be667c1,b55b4fefc9148be667c1,economy,bps_webapi,b132d2fab33291e0733e,,
observation:c8d559d64c4d785c41a3,observation,1721995859418ecf608c,1721995859418ecf608c,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:cc516c3714c088b54218,observation,f4b6cbcb460eaef0f82e,f4b6cbcb460eaef0f82e,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:da340ced2539c49628bf,observation,a34fc65bf470c1e7ce20,a34fc65bf470c1e7ce20,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:de0321deca75854654ba,observation,506a60e86fb32d9c608b,506a60e86fb32d9c608b,economy,bps_webapi,b132d2fab33291e0733e,,
observation:e19175cc2d07bb652fd5,observation,69745dd19d776c69570e,69745dd19d776c69570e,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:e36405cf00bd435e3d3d,observation,74fed6e1c3d917191be6,74fed6e1c3d917191be6,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:e4c9a85a54e3ad78e66c,observation,ad8a7f5c7869af674e3a,ad8a7f5c7869af674e3a,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:ea029425bb6e7db0f2d4,observation,27f750d142897641b3b1,27f750d142897641b3b1,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:f99fdeebfc608df3a8bb,observation,e313de2e0e1a97bc17ff,e313de2e0e1a97bc17ff,ecology,bps_tpb_2024,aa7252a58f41161c17c3,,
observation:faa7a4c88494a64e5e39,observation,bc696217068415ca73e2,bc696217068415ca73e2,economy,bps_tpb_2025,9ab2011a3892edfac889,,
observation:fd786e62692104822637,observation,87cdfc70ee6d45666fec,87cdfc70ee6d45666fec,economy,bps_webapi,b132d2fab33291e0733e,,
source_artifact:3c803d0b82626170d679,source_artifact,data/raw/h1/publications/bps_tpb_2025.pdf,bps_tpb_2025.pdf,,bps_tpb_2025,,data/raw/h1/publications/bps_tpb_2025.pdf,bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d
source_artifact:5b60d57510ca563f2783,source_artifact,data/raw/h1/publications/bps_tpb_2024.pdf,bps_tpb_2024.pdf,,bps_tpb_2024,,data/raw/h1/publications/bps_tpb_2024.pdf,abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8
source_artifact:a3b2d14f73a6944e5daa,source_artifact,data/raw/h1/webapi/var-0000-1161.json,var-0000-1161.json,,bps_webapi,,data/raw/h1/webapi/var-0000-1161.json,a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92
source_manifest:8efcc15a73d4d43bf419,source_manifest,data/manifests/h1-free-publications.json,h1-free-publications.json,,,,data/manifests/h1-free-publications.json,e5370c608458a1d69f054b98200c2949738231cbeef448e93f2196aa455c59bb
source_manifest:c1f834a5eb747d6a015d,source_manifest,data/manifests/h1-free-webapi-data.json,h1-free-webapi-data.json,,,,data/manifests/h1-free-webapi-data.json,54f99452eece1a45abad7d11397aa1d3d711f9452503c5a0eecdf3ec899c4d51
source_record:010ca4a0b9492cf8f0be,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""1700""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:0230a2ca03c36177ec6e,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""1700""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:061aced56e5316f767e3,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""page=54;figure=Gambar 8.1;series=total;year=2020"",""sdg08_gdp_per_capita_growth"",""total"",""2020"",""national"",""9999""]",page=54;figure=Gambar 8.1;series=total;year=2020,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:07204f7959a158920906,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""page=80;figure=Gambar 7.5;series=total;year=2023"",""sdg07_renewable_share"",""total"",""2023"",""national"",""9999""]",page=80;figure=Gambar 7.5;series=total;year=2023,energy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:091fddff5547c21e53b2,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""5300""]",pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:0ee5489cd01f22e5a51c,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""page=49;figure=Gambar 7.2;series=total;year=2023"",""sdg07_renewable_share"",""total"",""2023"",""national"",""9999""]",page=49;figure=Gambar 7.2;series=total;year=2023,energy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:16473e53e748c08ec754,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""2100""]",pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:1822780c1a34fa87ecd7,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=7600;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""7600""]",domain=0000;var=1161;vervar=7600;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:192aacf02d8179c6f75a,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""5300""]",pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:193147b5654f5049a70b,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=1700;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""1700""]",domain=0000;var=1161;vervar=1700;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:1aa22f2b385a01569fc4,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""2100""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:26de36e57a1c215a6f55,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""7600""]",pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:271cc1d0fc53de1a353a,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""9100""]",pub=936a26d5d2b168b9971d3b02;page=274;column=12;year=2022,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:294fa03a900a59c6bcc9,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""7600""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:3edd79e5e5b56f709897,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""6500""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:423572d2616d043c15d1,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=5300;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""5300""]",domain=0000;var=1161;vervar=5300;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:470895f1243b5ec9b3fc,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=5300;turvar=0;th=122;turth=0"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""5300""]",domain=0000;var=1161;vervar=5300;turvar=0;th=122;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:4ed2457911a60c3d488b,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""page=86;figure=Gambar 8.1;series=total;year=2020"",""sdg08_gdp_per_capita_growth"",""total"",""2020"",""national"",""9999""]",page=86;figure=Gambar 8.1;series=total;year=2020,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:55f9eca0640826e24f9c,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""page=114;figure=Gambar 15.1;series=total;year=2022"",""sdg15_forest_cover"",""total"",""2022"",""national"",""9999""]",page=114;figure=Gambar 15.1;series=total;year=2022,ecology,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:582a11702e2e666dfc87,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=7600;turvar=0;th=122;turth=0"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""7600""]",domain=0000;var=1161;vervar=7600;turvar=0;th=122;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:609ed81aeb94651f9f28,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""7600""]",pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:621b059bcf550a1ead3a,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=2100;turvar=0;th=122;turth=0"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""2100""]",domain=0000;var=1161;vervar=2100;turvar=0;th=122;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:69c44ea8114c54419750,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""2100""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:71811020d9a92abf868d,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""page=54;figure=Gambar 8.1;series=total;year=2021"",""sdg08_gdp_per_capita_growth"",""total"",""2021"",""national"",""9999""]",page=54;figure=Gambar 8.1;series=total;year=2021,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:7e35d4e934c4fa296c7d,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""8200""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:875236bbef4d7952b885,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""5300""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:87c903ae7b46a49c415f,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""8200""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:9d014b544d90b04f050e,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=8200;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""8200""]",domain=0000;var=1161;vervar=8200;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:a2585ae02f3eb15eab0e,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""2100""]",pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:a98acfe4bec18f9a0390,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""5300""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:bbde0e659e98bd2c6084,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""page=86;figure=Gambar 8.1;series=total;year=2021"",""sdg08_gdp_per_capita_growth"",""total"",""2021"",""national"",""9999""]",page=86;figure=Gambar 8.1;series=total;year=2021,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:c2b5603f1388485b6d3e,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""7600""]",pdf_page=226;printed_page=208;column=12;printed_note=xx;year=2023,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:c5368ca23455a251f941,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""page=162;figure=Gambar 15.1;series=total;year=2022"",""sdg15_forest_cover"",""total"",""2022"",""national"",""9999""]",page=162;figure=Gambar 15.1;series=total;year=2022,ecology,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:c9024fe3b36dd1151ec1,source_record,"[""abb977463619a16c5811bab47074452d75807483da5a315e831c1d07aa390cd8"",""pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""6500""]",pub=936a26d5d2b168b9971d3b02;page=274;column=13;year=2023,economy,bps_tpb_2024,aa7252a58f41161c17c3,,
source_record:d3ee5d39849b0096d5ce,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=2100;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""2100""]",domain=0000;var=1161;vervar=2100;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:d51908b14d4f43919f94,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=9100;turvar=0;th=122;turth=0"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""9100""]",domain=0000;var=1161;vervar=9100;turvar=0;th=122;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
source_record:e6e65cbbb0692b29878a,source_record,"[""bd50461f8b7c49ac1a9fb48d4ffc88e06ac8b4ae904eb5dcd8649b76c235f03d"",""pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022"",""sdg08_productivity_growth"",""total"",""2022"",""province"",""9100""]",pdf_page=226;printed_page=208;column=11;printed_note=x;year=2022,economy,bps_tpb_2025,9ab2011a3892edfac889,,
source_record:f6a04a1c01641dfdfadc,source_record,"[""a683d7d77fa173f23468891ed5c28393e5eaa069f81e58cc4eb6e9921ce7ad92"",""domain=0000;var=1161;vervar=6500;turvar=0;th=123;turth=0"",""sdg08_productivity_growth"",""total"",""2023"",""province"",""6500""]",domain=0000;var=1161;vervar=6500;turvar=0;th=123;turth=0,economy,bps_webapi,b132d2fab33291e0733e,,
transformation_run:9c729c994c878f480a2a,transformation_run,h5-4439733db96507a1,h5-4439733db96507a1,,,,,
transformation_version:37a19e6adfcd3ab8b59b,transformation_version,h6-schema-v1,h6-schema-v1,,,,,
vintage:26fea14cace77e23d749,vintage,9ab2011a3892edfac889,bps_tpb_2025 2025-12-30,,bps_tpb_2025,9ab2011a3892edfac889,,
vintage:c0a2e938ba2212e1aa72,vintage,b132d2fab33291e0733e,bps_webapi 2026-09-08,,bps_webapi,b132d2fab33291e0733e,,
vintage:ee62d93cbabad154b03d,vintage,aa7252a58f41161c17c3,bps_tpb_2024 2024-12-31,,bps_tpb_2024,aa7252a58f41161c17c3,,
